English (en),Dutch (nl),English (en),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,nuttig,aantal woorden,gelijk,nieuw,dutch new
scalp,hoofdhuid,scalp,0,0,0,0,0,0,0,0,0,0,nee,1,,,hoofdhuid
scalpel,scalpel,scalpel,0,1,0,0,0,1,0,0,0,0,ja,1,,,scalpel
scaly,geschubd,scaly,0,1,0,0,0,0,0,0,0,0,ja,1,,,geschubd
scan,scannen,scan,0,0,0,0,0,0,0,0,0,0,nee,1,,,scannen
scandal,schandaal,scandal,0,1,0,0,0,1,0,0,0,0,ja,1,,,schandaal
scandalous,schandalig,scandalous,0,1,1,0,0,0,0,0,0,0,ja,1,,,schandalig
scanty,schaars,scanty,0,1,0,0,0,0,0,0,0,0,ja,1,,,schaars
scape,landschap,scape,0,0,0,0,0,0,0,0,0,0,nee,1,,,landschap
scapegoat,zondebok,scapegoat,0,1,1,0,0,1,0,0,0,0,ja,1,,,zondebok
scar,litteken,scar,0,1,1,0,1,1,0,1,0,0,ja,1,,,litteken
scarab,scarabee,scarab,0,0,0,0,0,0,0,0,0,0,nee,1,,,scarabee
scarce,schaars,scarce,0,1,0,0,0,1,0,1,0,0,ja,1,,,schaars
scarcely,nauwelijks,scarcely,0,1,0,0,0,0,0,1,0,0,ja,1,,,nauwelijks
scarcity,schaarste,scarcity,0,1,1,0,0,1,0,1,0,0,ja,1,,,schaarste
scare,laten schrikken,scare,0,1,1,1,0,1,0,0,1,0,ja,2,,,laten schrikken
scarecrow,vogelverschrikker,scarecrow,1,1,0,0,0,1,0,0,0,0,ja,1,,,vogelverschrikker
scarf,sjaal,scarf,0,0,0,0,0,0,0,0,0,0,nee,1,,,sjaal
scarlet,scharlaken,scarlet,0,0,0,0,0,0,0,0,0,0,nee,1,,,scharlaken
scatter,verstrooien,scatter,0,0,0,0,0,0,0,0,0,0,nee,1,,,verstrooien
scattered,verspreide,scattered,0,0,0,0,0,0,0,0,0,0,nee,1,,,verspreide
scattering,verstrooiing,scattering,0,0,0,0,0,0,0,0,0,0,nee,1,,,verstrooiing
scavenger,straatveger,scavenger,0,1,0,0,0,0,0,0,0,0,ja,1,,,straatveger
scene,tafereel,scene,0,0,0,0,0,0,0,0,0,0,nee,1,,,tafereel
scenery,landschap,scenery,0,0,0,0,0,0,0,0,0,0,nee,1,,,landschap
scenic,toneel-,scenic,0,0,0,0,0,0,0,0,0,0,nee,1,,,toneel-
scent,geur,scent,0,0,0,0,0,0,0,0,0,0,nee,1,,,geur
sceptical,sceptisch,sceptical,0,0,0,0,0,0,0,0,0,1,ja,1,,,sceptisch
scepticism,scepticisme,scepticism,0,0,0,0,0,0,0,0,0,0,nee,1,,,scepticisme
schematic,schematisch,schematic,0,0,0,0,0,0,0,0,0,0,nee,1,,,schematisch
scheme,schema,scheme,0,1,0,0,0,0,0,0,0,0,ja,1,,,schema
schism,schisma,schism,0,1,1,0,0,0,0,0,0,0,ja,1,,,schisma
schizophrenia,schizofrenie,schizophrenia,0,1,1,0,1,1,0,1,0,0,ja,1,,,schizofrenie
scholar,geleerde,scholar,1,0,0,0,0,0,0,0,0,0,ja,1,,,geleerde
scholarly,geleerd,scholarly,0,0,0,0,0,0,0,0,0,0,nee,1,,,geleerd
scholarship,beurs,scholarship,1,0,0,0,0,0,1,0,0,0,ja,1,,,beurs
school,school-,school,0,0,0,0,0,0,0,0,0,1,ja,1,,,school-
schoolboy,schooljongen,schoolboy,0,0,0,0,0,0,0,0,0,0,nee,1,,,schooljongen
schooling,scholing,schooling,0,0,0,0,0,0,0,0,0,0,nee,1,,,scholing
schoolmaster,schoolmeester,schoolmaster,0,0,0,0,0,0,0,0,0,0,nee,1,,,schoolmeester
schooner,schoener,schooner,0,0,0,0,0,0,0,0,0,0,nee,1,,,schoener
sciatica,ischias,sciatica,0,1,0,0,0,0,0,0,0,0,ja,1,,,ischias
science,wetenschap,science,0,0,0,0,0,0,0,0,0,0,nee,1,,,wetenschap
scientific,wetenschappelijk,scientific,1,0,0,0,0,0,0,0,0,1,ja,1,,,wetenschappelijk
scientist,wetenschapper,scientist,1,0,0,1,0,0,0,0,0,1,ja,1,,,wetenschapper
scintilla,NO TRANSLATION,NO TRANSLATION,1,0,0,0,0,0,0,0,0,0,ja,2,ongelijk,schittering,schittering
scintillation,schittering,scintillation,0,0,0,0,0,0,0,0,0,0,nee,1,,,schittering
scintillator,scintillator,scintillator,0,0,0,0,0,0,0,0,0,0,nee,1,,,scintillator
scion,telg,scion,0,0,0,0,0,0,0,0,0,0,nee,1,,,telg
scissors,schaar,scissors,0,0,0,0,0,0,0,0,0,0,nee,1,,,schaar
scoff,spotten,scoff,0,1,1,0,1,0,0,0,0,0,ja,1,,,spotten
scold,schelden,scold,0,1,1,0,1,1,0,1,0,0,ja,1,,,schelden
scolding,uitbrander,scolding,0,1,1,0,0,0,0,0,0,0,ja,1,,,uitbrander
scoop,lepel,scoop,0,0,0,0,0,0,0,0,0,0,nee,1,,,lepel
scope,strekking,scope,0,0,0,0,0,0,0,0,0,0,nee,1,,,strekking
scorching,gloeiend,scorching,0,1,1,0,0,0,0,0,0,0,ja,1,,,gloeiend
score,partituur,score,1,0,0,1,0,0,1,0,1,0,ja,1,,,partituur
scores,scores,scores,0,0,0,0,0,0,0,0,0,0,nee,1,,,scores
scorn,hoon,scorn,0,1,1,0,0,0,0,0,0,0,ja,1,,,hoon
scorpion,schorpioen,scorpion,0,1,1,0,1,1,0,0,1,0,ja,1,,,schorpioen
scotch,Scotch,scotch,0,1,0,0,0,0,0,0,0,0,ja,1,,,Scotch
scoundrel,schurk,scoundrel,0,1,1,0,1,1,0,0,0,1,ja,1,,,schurk
scour,schuren,scour,0,0,0,0,0,0,0,0,0,0,nee,1,,,schuren
scourge,geselen,scourge,0,1,1,0,0,1,0,1,0,0,ja,1,,,geselen
scout,verkenner,scout,0,0,0,0,0,0,0,0,0,0,nee,1,,,verkenner
scrabble,gekrabbel,scrabble,0,0,0,0,0,0,0,0,0,0,nee,1,,,gekrabbel
scramble,klauteren,scramble,0,0,0,0,0,0,0,0,0,0,nee,1,,,klauteren
scrambling,klauteren,scrambling,0,1,0,0,0,0,0,0,0,0,ja,1,,,klauteren
scrape,schrapen,scrape,0,0,0,0,0,0,0,0,0,0,nee,1,,,schrapen
scrapie,scrapie,scrapie,0,1,1,0,0,1,0,1,0,0,ja,1,,,scrapie
scraping,schrapen,scraping,0,0,0,0,0,0,0,0,0,0,nee,1,,,schrapen
scratch,krassen,scratch,0,0,0,0,0,0,0,0,0,0,nee,1,,,krassen
scream,schreeuw,scream,0,1,1,0,1,1,0,0,1,0,ja,1,,,schreeuw
screaming,schreeuwen,screaming,0,1,1,0,1,1,0,0,0,0,ja,1,,,schreeuwen
screech,krijsen,screech,0,1,0,0,0,1,0,0,1,0,ja,1,,,krijsen
screen,scherm,screen,0,0,0,0,0,0,0,0,0,0,nee,1,,,scherm
screwdriver,schroevedraaier,screwdriver,0,0,0,0,0,0,0,0,0,0,nee,1,,,schroevedraaier
screwed,geschroefd,screwed,0,1,1,0,0,0,0,0,0,0,ja,1,,,geschroefd
scribble,kattebelletje,scribble,0,0,0,0,0,0,0,0,0,0,nee,1,,,kattebelletje
scribe,schriftgeleerde,scribe,1,0,0,0,0,0,0,0,0,0,ja,1,,,schriftgeleerde
scrimmage,scrimmage,scrimmage,0,1,0,0,0,0,0,0,1,0,ja,1,,,scrimmage
scrip,recepis,scrip,0,0,0,0,0,0,0,0,0,0,nee,1,,,recepis
script,script,script,1,0,0,0,0,0,0,0,0,0,ja,1,,,script
scriptural,schriftuurlijk,scriptural,0,0,0,0,0,0,0,0,0,0,nee,1,,,schriftuurlijk
scripture,Bijbel,scripture,0,0,0,0,0,0,0,0,0,1,ja,1,,,Bijbel
scroll,rol,scroll,0,0,0,0,0,0,0,0,0,0,nee,1,,,rol
scrub,schrobben,scrub,0,1,0,0,1,0,0,0,0,0,ja,1,,,schrobben
scrumptious,verrukkelijk,scrumptious,1,0,0,0,0,0,0,0,0,0,ja,1,,,verrukkelijk
scrupulous,scrupuleus,scrupulous,0,0,0,0,0,0,0,0,0,0,nee,1,,,scrupuleus
scrutinize,onderzoeken,scrutinize,0,1,0,1,0,0,0,0,0,0,ja,1,,,onderzoeken
scrutiny,nauwkeurig onderzoek,scrutiny,0,1,0,0,0,0,0,0,0,0,ja,2,,,nauwkeurig onderzoek
sculptor,beeldhouwer,sculptor,0,0,0,0,0,0,0,0,0,0,nee,1,,,beeldhouwer
sculpture,beeldhouwwerk,sculpture,1,0,0,0,0,0,0,0,0,0,ja,1,,,beeldhouwwerk
sculptured,gebeeldhouwd,sculptured,0,0,0,0,0,0,0,0,0,0,nee,1,,,gebeeldhouwd
scum,uitschot,scum,0,1,0,0,1,0,0,0,0,0,ja,1,,,uitschot
sea,zee,sea,1,0,0,0,0,0,0,0,0,0,ja,1,,,zee
seaboard,kust-,seaboard,0,0,0,0,0,0,0,0,0,0,nee,1,,,kust-
seal,zegel,seal,1,0,0,0,0,0,0,0,0,1,ja,1,,,zegel
seals,seals,seals,0,0,0,0,0,0,0,0,0,1,ja,1,,,seals
seam,naad,seam,0,0,0,0,0,0,0,0,0,0,nee,1,,,naad
seaman,zeeman,seaman,0,0,0,0,0,0,0,0,0,0,nee,1,,,zeeman
seamless,naadloos,seamless,0,0,0,0,0,0,0,0,0,0,nee,1,,,naadloos
seamstress,naaister,seamstress,0,0,0,0,0,0,0,0,0,0,nee,1,,,naaister
seaport,zeehaven,seaport,0,0,0,0,0,0,0,0,0,0,nee,1,,,zeehaven
sear,verdroogd,sear,0,1,0,0,0,0,0,0,0,0,ja,1,,,verdroogd
search,zoeken,search,0,0,0,0,0,0,0,0,0,0,nee,1,,,zoeken
searching,zoeken,searching,0,0,0,0,0,0,0,0,0,0,nee,1,,,zoeken
seared,aangebraden,seared,0,0,0,0,0,0,0,0,0,0,nee,1,,,aangebraden
seaside,kust,seaside,0,0,0,0,0,0,0,0,0,0,nee,1,,,kust
season,seizoen,season,0,0,0,0,0,0,0,0,0,0,nee,1,,,seizoen
seasoned,gekruid,seasoned,1,0,0,0,0,0,0,0,0,0,ja,1,,,gekruid
seasoning,kruiderij,seasoning,0,0,0,0,0,0,0,0,0,0,nee,1,,,kruiderij
seat,stoel,seat,0,0,0,0,0,0,0,0,0,0,nee,1,,,stoel
secession,afscheiding,secession,0,1,0,0,0,0,0,0,0,0,ja,1,,,afscheiding
secluded,afgezonderd,secluded,0,1,0,0,0,0,0,1,0,0,ja,1,,,afgezonderd
seclusion,afzondering,seclusion,1,1,0,0,0,1,0,0,0,0,ja,1,,,afzondering
secondary,tweede,secondary,0,0,0,0,0,0,0,0,0,0,nee,1,,,tweede
secondhand,NO TRANSLATION,NO TRANSLATION,0,1,0,0,0,0,0,0,0,0,ja,2,ongelijk,tweedehands,tweedehands
secrecy,geheimhouding,secrecy,0,0,0,0,0,0,0,0,1,1,ja,1,,,geheimhouding
secret,geheim,secret,0,0,0,0,0,0,0,0,0,1,ja,1,,,geheim
secretariat,secretariaat,secretariat,1,0,0,0,0,0,0,0,0,0,ja,1,,,secretariaat
secretary,secretaris,secretary,0,0,0,0,0,0,0,0,0,0,nee,1,,,secretaris
secrete,afscheiden,secrete,0,0,0,0,1,0,0,0,0,0,ja,1,,,afscheiden
secretion,afscheiding,secretion,0,1,0,0,1,0,0,0,0,0,ja,1,,,afscheiding
secretive,geheimzinnig,secretive,0,1,0,0,0,0,0,0,0,0,ja,1,,,geheimzinnig
secretly,heimelijk,secretly,0,0,0,0,0,0,0,0,0,0,nee,1,,,heimelijk
sect,sekte,sect,0,0,0,0,0,0,0,0,0,0,nee,1,,,sekte
sectarian,sektarisch,sectarian,0,1,1,0,0,1,0,0,0,0,ja,1,,,sektarisch
sectional,sectionele,sectional,0,0,0,0,0,0,0,0,0,0,nee,1,,,sectionele
sector,sector,sector,0,0,0,0,0,0,0,0,0,0,nee,1,,,sector
secular,wereldlijk,secular,0,0,0,1,0,0,0,0,0,0,ja,1,,,wereldlijk
secularism,secularisme,secularism,0,0,0,0,0,0,0,0,0,0,nee,1,,,secularisme
securities,effecten,securities,0,0,0,0,0,0,0,0,0,1,ja,1,,,effecten
security,veiligheid,security,0,0,0,0,0,0,0,0,0,0,nee,1,,,veiligheid
sedan,NO TRANSLATION,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0,nee,2,ongelijk,,NO TRANSLATION
sedate,bezadigd,sedate,0,0,0,0,0,0,0,0,0,0,nee,1,,,bezadigd
sedative,kalmerend,sedative,0,0,0,0,0,0,0,0,0,0,nee,1,,,kalmerend
sedentary,zittend,sedentary,0,0,0,0,0,0,0,0,0,0,nee,1,,,zittend
sedge,zegge,sedge,0,0,0,0,0,0,0,0,0,0,nee,1,,,zegge
sediment,bezinksel,sediment,0,0,0,0,0,0,0,0,0,0,nee,1,,,bezinksel
sedimentary,sedimentair,sedimentary,0,0,0,0,0,0,0,0,0,0,nee,1,,,sedimentair
sedition,opruiing,sedition,0,1,1,0,0,0,0,1,0,0,ja,1,,,opruiing
seduce,verleiden,seduce,0,1,0,0,0,0,0,0,0,0,ja,1,,,verleiden
seducing,verleidelijk,seducing,0,0,0,0,0,0,0,0,0,0,nee,1,,,verleidelijk
seduction,verleiding,seduction,0,1,0,0,0,0,0,0,0,0,ja,1,,,verleiding
seductive,verleidelijk,seductive,0,0,0,1,0,0,0,0,0,0,ja,1,,,verleidelijk
seed,zaad,seed,0,0,0,0,0,0,0,0,0,0,nee,1,,,zaad
seedling,kiemplant,seedling,0,0,0,0,0,0,0,0,0,0,nee,1,,,kiemplant
seek,zoeken,seek,0,0,0,1,0,0,0,0,0,0,ja,1,,,zoeken
seeker,zoeker,seeker,0,0,0,0,0,0,0,0,0,0,nee,1,,,zoeker
seemingly,schijnbaar,seemingly,0,0,0,0,0,0,0,0,0,0,nee,1,,,schijnbaar
seer,ziener,seer,0,0,0,0,0,0,0,0,0,0,nee,1,,,ziener
seething,ziedend,seething,0,0,0,0,0,0,0,0,0,0,nee,1,,,ziedend
segment,segment,segment,0,0,0,0,0,0,0,0,0,0,nee,1,,,segment
segregate,scheiden,segregate,0,1,1,0,1,0,0,1,0,0,ja,1,,,scheiden
segregated,gesegregeerde,segregated,0,1,0,0,0,0,0,0,0,0,ja,1,,,gesegregeerde
segregation,segregatie,segregation,0,0,0,0,0,0,0,0,0,0,nee,1,,,segregatie
seize,beslag leggen op,seize,0,1,0,0,0,1,0,0,0,0,ja,3,,opeisen,opeisen
seizure,beslaglegging,seizure,0,0,0,0,0,1,0,0,0,0,ja,1,,,beslaglegging
seldom,zelden,seldom,0,0,0,0,0,0,0,0,0,0,nee,1,,,zelden
select,kiezen,select,0,0,0,0,0,0,0,0,0,0,nee,1,,,kiezen
selection,selectie,selection,0,0,0,0,0,0,0,0,0,0,nee,1,,,selectie
selfish,egoïstisch,selfish,0,1,1,0,1,0,0,0,0,0,ja,1,,,egoïstisch
selfishness,egoïsme,selfishness,0,1,0,0,0,0,0,0,0,0,ja,1,,,egoïsme
sell,verkopen,sell,0,0,0,0,0,0,0,0,0,0,nee,1,,,verkopen
seller,verkoper,seller,0,0,0,0,0,0,0,0,0,0,nee,1,,,verkoper
semaphore,seinpaal,semaphore,0,0,0,0,0,0,0,0,0,0,nee,1,,,seinpaal
semblance,schijn,semblance,0,0,0,0,0,0,0,0,0,0,nee,1,,,schijn
semen,sperma,semen,0,0,0,0,0,0,0,0,0,0,nee,1,,,sperma
semicolon,puntkomma,semicolon,0,0,0,0,0,0,0,0,0,0,nee,1,,,puntkomma
seminal,rudimentaire,seminal,0,0,0,0,0,0,0,0,0,0,nee,1,,,rudimentaire
seminar,congres,seminar,0,0,0,0,0,0,0,0,0,0,nee,1,,,congres
seminary,seminarie,seminary,0,0,0,0,0,0,0,0,0,0,nee,1,,,seminarie
semiotics,semiotiek,semiotics,0,0,0,0,0,0,0,0,0,0,nee,1,,,semiotiek
senate,senaat,senate,0,0,0,0,0,0,0,0,0,1,ja,1,,,senaat
senator,senator,senator,0,0,0,0,0,0,0,0,0,0,nee,1,,,senator
send,sturen,send,0,0,0,0,0,0,0,0,0,0,nee,1,,,sturen
senescence,veroudering,senescence,0,0,0,0,0,0,0,0,0,0,nee,1,,,veroudering
senile,seniel,senile,0,1,0,0,0,1,0,1,0,0,ja,1,,,seniel
senior,senior,senior,0,0,0,0,0,0,0,0,0,0,nee,1,,,senior
seniority,anciënniteit,seniority,1,0,0,0,0,0,0,0,0,1,ja,1,,,anciënniteit
sensation,gevoel,sensation,0,0,0,0,0,0,0,0,0,0,nee,1,,,gevoel
sensational,sensationeel,sensational,1,0,0,0,0,0,1,0,0,0,ja,1,,,sensationeel
sense,zin,sense,1,0,0,0,0,0,0,0,0,0,ja,1,,,zin
senseless,zinloos,senseless,0,1,1,0,1,1,0,1,1,0,ja,1,,,zinloos
senses,verstand,senses,0,0,0,0,0,0,0,0,0,0,nee,1,,,verstand
sensibility,gevoeligheid,sensibility,1,0,0,0,0,0,0,0,0,0,ja,1,,,gevoeligheid
sensibly,verstandig,sensibly,1,0,0,0,0,0,0,0,0,0,ja,1,,,verstandig
sensitive,gevoelig,sensitive,0,0,0,0,0,0,0,0,0,0,nee,1,,,gevoelig
sensory,zintuiglijk,sensory,0,0,0,0,0,0,0,0,0,0,nee,1,,,zintuiglijk
sensual,sensueel,sensual,1,1,0,1,0,0,1,0,1,1,ja,1,,,sensueel
sensuality,sensualiteit,sensuality,1,0,0,1,0,0,1,0,0,0,ja,1,,,sensualiteit
sensuous,sensueel,sensuous,1,0,0,0,0,0,1,0,0,0,ja,1,,,sensueel
sentence,zin,sentence,0,1,1,1,1,1,0,1,0,0,ja,1,,,zin
sentient,voelend,sentient,0,0,0,0,0,0,0,0,0,0,nee,1,,,voelend
sentiment,sentiment,sentiment,0,0,0,0,0,0,0,0,0,0,nee,1,,,sentiment
sentimental,sentimenteel,sentimental,1,0,0,0,0,0,0,0,0,0,ja,1,,,sentimenteel
sentimentality,sentimentaliteit,sentimentality,1,0,0,0,0,0,0,0,0,0,ja,1,,,sentimentaliteit
sentinel,schildwacht,sentinel,1,0,0,0,0,0,0,0,0,1,ja,1,,,schildwacht
sentry,schildwacht,sentry,0,0,0,0,0,0,0,0,0,1,ja,1,,,schildwacht
separable,scheidbaar,separable,0,0,0,0,0,0,0,0,0,0,nee,1,,,scheidbaar
separate,scheiden,separate,0,0,0,0,0,0,0,0,0,0,nee,1,,,scheiden
separately,afzonderlijk,separately,0,0,0,0,0,0,0,0,0,0,nee,1,,,afzonderlijk
separation,scheiding,separation,0,0,0,0,0,0,0,0,0,0,nee,1,,,scheiding
separatist,separatist,separatist,0,1,1,0,1,0,0,0,0,0,ja,1,,,separatist
sepia,sepia,sepia,0,0,0,0,0,0,0,0,0,0,nee,1,,,sepia
sepsis,bloedvergiftiging,sepsis,0,1,0,0,0,1,0,1,0,0,ja,1,,,bloedvergiftiging
sept,NO TRANSLATION,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0,nee,2,ongelijk,,NO TRANSLATION
septic,septisch,septic,0,1,0,0,1,0,0,0,0,0,ja,1,,,septisch
septum,tussenschot,septum,0,0,0,0,0,0,0,0,0,0,nee,1,,,tussenschot
sequel,vervolg,sequel,0,0,0,1,0,0,0,0,0,0,ja,1,,,vervolg
sequence,volgorde,sequence,0,0,0,0,0,0,0,0,0,0,nee,1,,,volgorde
sequent,volgend,sequent,0,0,0,0,0,0,0,0,0,0,nee,1,,,volgend
sequestered,teruggetrokken,sequestered,0,0,0,0,0,0,0,0,0,0,nee,1,,,teruggetrokken
sequestration,beslaglegging,sequestration,0,1,0,0,0,0,0,1,0,0,ja,1,,,beslaglegging
serene,sereen,serene,0,1,0,0,0,0,0,0,0,1,ja,1,,,sereen
serenity,kalmte,serenity,1,0,0,1,0,0,1,0,0,1,ja,1,,,kalmte
sergeant,sergeant,sergeant,0,0,0,0,0,0,0,0,0,0,nee,1,,,sergeant
serial,serie-,serial,0,0,0,1,0,0,0,0,0,0,ja,1,,,serie-
series,serie,series,0,0,0,0,0,0,0,0,0,1,ja,1,,,serie
serif,serif,serif,0,0,0,0,0,0,0,0,0,0,nee,1,,,serif
seriousness,ernst,seriousness,0,0,0,0,0,1,0,1,0,0,ja,1,,,ernst
sermon,preek,sermon,1,0,0,0,0,0,0,0,0,1,ja,1,,,preek
serpent,slang,serpent,0,1,0,0,1,1,0,0,0,0,ja,1,,,slang
serpentine,serpentijn,serpentine,0,0,0,0,0,0,0,0,0,0,nee,1,,,serpentijn
serrated,gezaagd,serrated,0,0,0,0,0,0,0,0,0,0,nee,1,,,gezaagd
serum,serum,serum,1,0,0,0,0,0,0,0,0,0,ja,1,,,serum
servant,knecht,servant,0,1,0,0,0,0,0,0,0,1,ja,1,,,knecht
serve,dienen,serve,0,1,0,0,0,0,0,0,0,1,ja,1,,,dienen
service,service,service,0,0,0,0,0,0,0,0,0,0,nee,1,,,service
serviceable,bruikbaar,serviceable,0,0,0,0,0,0,0,0,0,0,nee,1,,,bruikbaar
servile,slaafs-,servile,0,1,0,0,1,1,0,1,0,0,ja,1,,,slaafs-
servitude,dienstbaarheid,servitude,0,1,0,0,0,0,0,0,0,0,ja,1,,,dienstbaarheid
sess,NO TRANSLATION,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0,nee,2,ongelijk,,NO TRANSLATION
session,sessie,session,0,0,0,0,0,0,0,0,0,0,nee,1,,,sessie
sessions,sessies,sessions,0,0,0,0,0,0,0,0,0,0,nee,1,,,sessies
set,reeks,set,0,0,0,0,0,0,0,0,0,0,nee,1,,,reeks
setback,tegenslag,setback,0,1,0,0,0,0,0,1,0,0,ja,1,,,tegenslag
sett,NO TRANSLATION,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0,nee,2,ongelijk,,NO TRANSLATION
setter,setter,setter,0,0,0,0,0,0,0,0,0,0,nee,1,,,setter
settle,vestigen,settle,0,0,0,0,0,0,0,0,0,0,nee,1,,,vestigen
settled,verrekend,settled,0,0,0,0,0,0,0,0,0,0,nee,1,,,verrekend
settler,kolonist,settler,0,0,0,0,0,0,0,0,0,0,nee,1,,,kolonist
settlor,settlor,settlor,1,0,0,0,0,1,0,0,0,0,ja,1,,,settlor
seventh,zevende,seventh,0,0,0,0,0,0,0,0,0,0,nee,1,,,zevende
seventy,zeventig,seventy,0,0,0,0,0,0,0,0,0,0,nee,1,,,zeventig
sever,verbreken,sever,0,1,0,0,0,0,0,0,0,0,ja,1,,,verbreken
severable,scheidbaar,severable,0,0,0,0,0,0,0,0,0,0,nee,1,,,scheidbaar
severally,afzonderlijk,severally,0,0,0,0,0,0,0,0,0,0,nee,1,,,afzonderlijk
severance,verbreking,severance,0,0,0,0,0,0,0,1,0,0,ja,1,,,verbreking
severely,streng,severely,0,0,0,0,0,0,0,0,0,0,nee,1,,,streng
severity,strengheid,severity,0,0,0,0,0,0,0,0,0,0,nee,1,,,strengheid
sew,naaien,sew,0,0,0,0,0,0,0,0,0,0,nee,1,,,naaien
sewage,rioolwater,sewage,0,1,0,0,1,0,0,0,0,0,ja,1,,,rioolwater
sewer,riool,sewer,0,0,0,0,1,0,0,0,0,0,ja,1,,,riool
sewerage,riolering,sewerage,0,1,0,0,1,0,0,0,0,0,ja,1,,,riolering
sex,seks,sex,1,0,0,1,0,0,1,0,0,1,ja,1,,,seks
sexuality,seksualiteit,sexuality,0,0,0,0,0,0,0,0,0,0,nee,1,,,seksualiteit
sexy,sexy,sexy,0,0,0,0,0,0,0,0,0,0,nee,1,,,sexy
shabby,haveloos,shabby,0,1,0,0,1,0,0,0,0,0,ja,1,,,haveloos
shack,keet,shack,0,1,0,0,1,0,0,1,0,0,ja,1,,,keet
shackle,sluiting,shackle,0,1,1,1,1,1,0,1,0,0,ja,1,,,sluiting
shade,schaduw,shade,0,0,0,0,0,0,0,0,0,0,nee,1,,,schaduw
shades,tinten,shades,0,0,0,0,0,0,0,0,0,0,nee,1,,,tinten
shading,shading,shading,0,0,0,0,0,0,0,0,0,0,nee,1,,,shading
shadow,schaduw,shadow,0,0,0,0,0,0,0,0,0,0,nee,1,,,schaduw
shadowy,schaduwrijk,shadowy,0,0,0,0,0,0,0,0,0,0,nee,1,,,schaduwrijk
shady,schaduwrijk,shady,0,1,0,0,0,1,0,0,0,0,ja,1,,,schaduwrijk
shaft,schacht,shaft,0,0,0,0,0,0,0,0,0,0,nee,1,,,schacht
shag,shag,shag,0,0,0,0,0,0,0,0,0,0,nee,1,,,shag
shaggy,ruig,shaggy,0,0,0,0,0,0,0,0,0,0,nee,1,,,ruig
shake,schudden,shake,0,0,0,0,0,0,0,0,0,0,nee,1,,,schudden
shaken,geschud,shaken,0,0,0,0,0,0,0,0,0,0,nee,1,,,geschud
shaking,schudden,shaking,0,1,0,0,0,1,0,0,0,0,ja,1,,,schudden
shaky,wankel,shaky,0,1,1,1,0,1,0,0,0,0,ja,1,,,wankel
sham,schijn,sham,0,1,1,0,1,0,0,0,0,0,ja,1,,,schijn
shaman,sjaman,shaman,0,0,0,0,0,0,0,0,0,0,nee,1,,,sjaman
shambles,janboel,shambles,0,1,0,0,0,0,0,0,0,0,ja,1,,,janboel
shame,schaamte,shame,0,1,0,0,1,1,0,1,0,0,ja,1,,,schaamte
shameful,schandelijk,shameful,0,1,0,0,0,0,0,1,0,0,ja,1,,,schandelijk
shameless,schaamteloos,shameless,0,1,0,0,1,0,0,0,0,0,ja,1,,,schaamteloos
shanghai,Sjanghai,shanghai,0,1,0,0,1,1,0,0,0,0,ja,1,,,Sjanghai
shank,schacht,shank,0,0,0,0,0,1,0,0,0,0,ja,1,,,schacht
shanty,barak,shanty,0,0,0,0,0,0,0,0,0,0,nee,1,,,barak
shape,vorm,shape,1,0,0,0,0,0,0,0,0,0,ja,1,,,vorm
shapely,goed gevormd,shapely,1,0,0,0,0,0,0,0,0,0,ja,2,,welgevormd,welgevormd
share,delen,share,1,0,0,1,0,0,1,0,0,1,ja,1,,,delen
shareholder,aandeelhouder,shareholder,0,0,0,0,0,0,0,0,0,0,nee,1,,,aandeelhouder
shark,haai,shark,0,1,0,0,0,0,0,0,0,0,ja,1,,,haai
sharpen,verscherpen,sharpen,0,0,1,1,0,0,0,0,0,0,ja,1,,,verscherpen
sharpened,geslepen,sharpened,0,0,0,0,0,0,0,0,0,0,nee,1,,,geslepen
sharpener,slijper,sharpener,0,0,0,0,0,0,0,0,0,0,nee,1,,,slijper
sharpness,scherpte,sharpness,0,0,0,0,0,0,0,0,0,0,nee,1,,,scherpte
shatter,breken,shatter,0,1,1,0,0,1,0,1,1,0,ja,1,,,breken
shattered,verbrijzeld,shattered,0,1,0,0,0,0,0,1,0,0,ja,1,,,verbrijzeld
shave,scheren,shave,0,0,0,0,0,0,0,0,0,0,nee,1,,,scheren
shaving,het scheren,shaving,0,0,0,0,0,0,0,0,0,0,nee,2,,,het scheren
shawl,sjaal,shawl,0,0,0,0,0,0,0,0,0,0,nee,1,,,sjaal
sheaf,schoof,sheaf,0,0,0,0,0,0,0,0,0,0,nee,1,,,schoof
shear,knippen,shear,0,0,0,0,0,0,0,0,0,0,nee,1,,,knippen
shears,scharen,shears,0,0,0,0,0,0,0,0,0,0,nee,1,,,scharen
sheath,schede,sheath,0,0,0,0,0,0,0,0,0,0,nee,1,,,schede
sheathing,mantel,sheathing,0,0,0,0,0,0,0,0,0,0,nee,1,,,mantel
shed,schuur,shed,0,1,0,0,0,0,0,0,0,0,ja,1,,,schuur
sheen,glans,sheen,0,0,0,0,0,0,0,0,0,0,nee,1,,,glans
sheep,schapen,sheep,0,0,0,0,0,0,0,0,0,0,nee,1,,,schapen
